idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
115848,122,Most people can be trusted,Yes,Other,2007,Don't know,Female,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,15,20,Not applicable,Not applicable,59
115857,300,7,Yes,Socialdemokratiet - The Social democrats,1974,50,Male,1953,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,40,40,Not applicable,Not applicable,49
115909,Not applicable,8,Yes,Dansk Folkeparti - Danish People's Party,1959,45,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,Not applicable,Not applicable,51
116153,30,9,Yes,Socialdemokratiet - The Social democrats,1976,65,Male,1947,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,Not applicable,Not applicable,60
116201,360,7,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",Never too young,Male,1999,Folkeskole 9.-10. klasse,12,0,4,Not applicable,Not applicable,52
116249,540,Most people can be trusted,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2004,59,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,58000,Not applicable,38
116260,Not applicable,9,Yes,Socialdemokratiet - The Social democrats,1978,Never too young,Female,1959,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,35,50,30000,35000,63
116341,540,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2010,50,Male,1988,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,36,40000,35000,58
116448,Not applicable,5,No,Not applicable,1946,50,Female,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",7,37,45,Not applicable,Not applicable,40
116473,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1945,60,Male,1929,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",12,37,37,Not applicable,Not applicable,68
116499,122,8,Yes,Socialdemokratiet - The Social democrats,1970,40,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,35,30,Not applicable,Not applicable,66
116513,330,8,Yes,Socialdemokratiet - The Social democrats,2008,39,Male,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10,42,55,23000,28000,44
116526,10,8,Not eligible to vote,Not applicable,1977,40,Female,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",5,24,24,Not applicable,Not applicable,73
116724,60,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1999,50,Male,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,37,20000,26000,59
116737,30,5,Yes,Socialdemokratiet - The Social democrats,1997,50,Female,1977,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,23000,Not applicable,53
116771,120,7,No,Not applicable,2017,40,Male,2002,Folkeskole 9.-10. klasse,9,3,3,1100,Not applicable,43
116955,90,Most people can be trusted,Yes,Don't know,1983,60,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,29000,Not applicable,83
116965,Not applicable,5,No,Not applicable,1985,25,Male,1961,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",0,37,37,Not applicable,Not applicable,49
116972,62,Most people can be trusted,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1999,Never too young,Female,1980,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",5,37,37,Not applicable,Not applicable,70
117007,30,5,Yes,No answer,1978,65,Female,1960,Universitetsbachelor. 1. del af kandidatuddannelse,21,12,12,0,Not applicable,99
117017,Not applicable,5,Yes,Other,1993,50,Female,1976,Other,17,8,20,Not applicable,Not applicable,70
117030,660,9,Yes,Liberal Alliance - Liberal Alliance,1991,59,Female,1973,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,32,32,27000,Not applicable,63
117144,540,9,Yes,Det Konservative Folkeparti - Conservative People's Party,1994,60,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,45,60000,65000,62
117167,240,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2016,50,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,Not applicable,Not applicable,Not applicable,Not applicable,36
117218,190,6,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",18,Female,2001,Folkeskole 9.-10. klasse,9,Not applicable,Not applicable,Not applicable,Not applicable,40
117250,150,5,Yes,Socialdemokratiet - The Social democrats,2015,30,Female,1995,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,Not applicable,6,Not applicable,Not applicable,48
117251,240,4,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",Never too young,Male,2003,Folkeskole 6.-8. klasse,0,No answer,No answer,No answer,No answer,76
117311,90,5,Yes,Dansk Folkeparti - Danish People's Party,1977,Refusal,Female,1954,Folkeskole 6.-8. klasse,0,40,40,Not applicable,Not applicable,47
117376,180,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1989,60,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,50,37000,Not applicable,42
117383,450,8,Yes,Alternativet - The Alternative,1989,68,Female,1973,"Forskeruddannelse. Ph.d., doktor",20,37,40,88000,Not applicable,56
117393,90,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1991,60,Female,1975,"Forskeruddannelse. Ph.d., doktor",21,37,47,70000,Not applicable,50
117489,240,8,Yes,Det Radikale Venstre - The Radical Liberal Party,2007,55,Female,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,0,43000,Not applicable,70
117497,Not applicable,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1963,65,Male,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,Not applicable,Not applicable,49
117538,360,7,Yes,Refusal,1986,58,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",29,32,35,Refusal,Refusal,82
117635,180,6,Yes,Socialdemokratiet - The Social democrats,1975,65,Male,1954,Folkeskole 6.-8. klasse,7,37,37,Not applicable,Not applicable,53
117682,Not applicable,5,No,Not applicable,1950,65,Female,1936,Folkeskole 6.-8. klasse,7,20,20,Not applicable,Not applicable,63
117690,60,8,Yes,Socialdemokratiet - The Social democrats,1990,Never too young,Female,1969,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,45,35000,Not applicable,48
117747,120,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1953,50,Male,1935,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9,37,37,Not applicable,Not applicable,48
117813,480,8,Yes,Alternativet - The Alternative,2014,65,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",15,15,15,12000,Not applicable,65
117814,60,9,Yes,Dansk Folkeparti - Danish People's Party,1984,Don't know,Male,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,30,30,30000,Not applicable,85
117897,300,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1990,60,Female,1972,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,8,8,Not applicable,Not applicable,47
117937,240,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1983,Never too young,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,45,32600,Not applicable,71
117958,120,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1990,55,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,35,35,27000,35000,45
117967,270,7,Yes,Don't know,1998,No answer,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,19000,21000,68
117989,630,Most people can be trusted,Yes,Det Radikale Venstre - The Radical Liberal Party,2008,60,Female,1988,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,45,1,Not applicable,68
118101,360,6,Yes,Dansk Folkeparti - Danish People's Party,2001,55,Male,1994,Folkeskole 9.-10. klasse,1,37,37,Not applicable,Not applicable,90
118128,300,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1993,50,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,39,52000,Not applicable,56
118140,840,4,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",40,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,40,45,13500,Not applicable,47
118180,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,50,Male,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,35000,Not applicable,56
118194,Not applicable,8,Yes,Refusal,1987,Don't know,Male,1971,Folkeskole 9.-10. klasse,9,37,40,Don't know,Not applicable,75
118204,360,8,Yes,Det Radikale Venstre - The Radical Liberal Party,1978,68,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,40000,Not applicable,85
118259,300,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1982,60,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,45,45,Not applicable,Not applicable,66
118318,660,9,Yes,Det Konservative Folkeparti - Conservative People's Party,2001,63,Female,1982,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,45,61800,Not applicable,74
118379,Not applicable,7,Yes,Socialdemokratiet - The Social democrats,1967,60,Female,1950,Folkeskole 9.-10. klasse,9,28,28,33000,Not applicable,49
118439,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1987,50,Male,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,42,Don't know,29800,Not applicable,52
118484,150,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1979,64,Male,1957,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",38,38,50,10000,Not applicable,79
118548,270,6,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",65,Female,2000,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",11,18,20,No answer,No answer,41
118767,480,4,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",50,Female,2001,Folkeskole 9.-10. klasse,12,10,10,Not applicable,Not applicable,63
118835,210,6,Yes,Dansk Folkeparti - Danish People's Party,2002,18,Male,1984,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,37,45,32000,Not applicable,46
118859,Not applicable,6,Yes,Det Konservative Folkeparti - Conservative People's Party,1977,60,Male,1957,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,45,45,40000,42000,66
119007,120,Most people can be trusted,Yes,Refusal,1967,50,Male,1949,Folkeskole 6.-8. klasse,0,37,38,Not applicable,Not applicable,79
119020,60,8,Yes,Socialdemokratiet - The Social democrats,1952,Never too young,Male,1938,Folkeskole 9.-10. klasse,10,38,38,Not applicable,Not applicable,73
119072,360,8,Yes,Refusal,1995,65,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",3,37,37,Not applicable,Not applicable,60
119145,180,8,Yes,Dansk Folkeparti - Danish People's Party,1949,Never too young,Male,1931,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,50,50,Not applicable,Not applicable,82
119148,240,5,No,Not applicable,1975,20,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,Not applicable,Not applicable,44
119247,Not applicable,8,Yes,Socialdemokratiet - The Social democrats,1964,Should never retire permanently,Male,1945,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,36,36,Not applicable,Not applicable,73
119312,Not applicable,2,Yes,Dansk Folkeparti - Danish People's Party,1984,Never too young,Male,1966,Folkeskole 9.-10. klasse,13,37,37,Not applicable,Not applicable,130
119439,Not applicable,5,No,Not applicable,1979,Never too young,Female,1963,Folkeskole 9.-10. klasse,30,37,Don't know,Not applicable,Not applicable,48
119465,960,7,Yes,Liberal Alliance - Liberal Alliance,2013,30,Male,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,Not applicable,20,Not applicable,Not applicable,65
119584,Not applicable,5,Yes,Socialdemokratiet - The Social democrats,1968,Don't know,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,40,40,Not applicable,Not applicable,51
119601,150,5,Yes,Det Konservative Folkeparti - Conservative People's Party,1982,Never too young,Male,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,37,39,57500,70000,47
119626,300,6,Yes,Liberal Alliance - Liberal Alliance,2015,60,Male,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,30500,Not applicable,41
119635,Not applicable,3,Yes,Refusal,1966,Don't know,Female,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,10,10,Not applicable,Not applicable,64
119699,60,9,Yes,Socialdemokratiet - The Social democrats,1982,Don't know,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,30000,Not applicable,57
119712,420,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1993,60,Female,1976,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,37,38000,Not applicable,51
119820,Not applicable,5,Yes,Socialdemokratiet - The Social democrats,1939,60,Female,1929,Folkeskole 6.-8. klasse,0,Not applicable,Not applicable,Not applicable,Not applicable,37
119826,120,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1998,59,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,6,6,22500,24000,73
119828,Not applicable,4,Not eligible to vote,Not applicable,2001,Don't know,Female,1981,Refusal,Refusal,Not applicable,Not applicable,No answer,No answer,46
119841,60,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1997,Don't know,Male,1978,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,50,900000,Not applicable,47
120014,300,4,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",Refusal,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,0,15,50000,Not applicable,53
120043,10,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1971,Don't know,Male,1950,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,37,38,Not applicable,Not applicable,69
120059,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1994,60,Male,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,72000,Not applicable,61
120116,Not applicable,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1946,Don't know,Female,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,Don't know,Don't know,Not applicable,Not applicable,51
120148,180,6,Yes,Socialdemokratiet - The Social democrats,2008,50,Male,1990,Universitetsbachelor. 1. del af kandidatuddannelse,19,37,70,21000,Not applicable,63
120170,120,6,No,Not applicable,Refusal,Don't know,Female,1982,Folkeskole 9.-10. klasse,9,Not applicable,Not applicable,No answer,No answer,45
120331,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,60,Male,1962,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,37,45,60000,Not applicable,50
120333,300,7,Yes,Liberal Alliance - Liberal Alliance,1987,50,Female,1969,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,30,35,25000,Not applicable,51
120409,240,9,Yes,Socialdemokratiet - The Social democrats,1966,55,Male,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,Not applicable,Not applicable,48
120411,60,8,Yes,Refusal,1985,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,28000,Not applicable,55
120412,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1978,65,Female,1958,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,40,36000,Not applicable,62
120421,120,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1963,Don't know,Male,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,Not applicable,Not applicable,62
120442,120,6,Yes,Alternativet - The Alternative,1987,50,Female,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,Not applicable,Not applicable,Not applicable,Not applicable,59
120443,180,Most people can be trusted,Yes,Refusal,1989,70,Male,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,37,Refusal,Not applicable,62
120708,240,Most people can be trusted,Yes,Dansk Folkeparti - Danish People's Party,1990,68,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,33000,Not applicable,52
120826,120,7,Yes,Socialdemokratiet - The Social democrats,1980,60,Female,1960,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,28,31,25000,27000,63
120862,150,6,Not eligible to vote,Not applicable,2018,Don't know,Male,2002,Folkeskole 9.-10. klasse,10,7,4,Not applicable,Not applicable,40
120900,480,5,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1973,No answer,Male,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,38,50,Not applicable,Not applicable,86
120902,360,3,Yes,Liberal Alliance - Liberal Alliance,2012,59,Male,1991,Universitetsbachelor. 1. del af kandidatuddannelse,16,25,25,Not applicable,Not applicable,54
120935,360,8,Yes,Alternativet - The Alternative,2018,45,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,30,35,Not applicable,Not applicable,44
120967,Not applicable,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1955,60,Female,1933,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8,37,40,Not applicable,Not applicable,107
120972,Not applicable,8,Yes,Dansk Folkeparti - Danish People's Party,1959,59,Female,1944,Folkeskole 6.-8. klasse,7,40,40,Not applicable,Not applicable,53
121009,90,5,Yes,Dansk Folkeparti - Danish People's Party,1973,60,Female,1955,Folkeskole 6.-8. klasse,8,37,40,Not applicable,Not applicable,44
121022,Not applicable,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1961,Never too young,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",11,37,37,Not applicable,Not applicable,51
121065,Not applicable,6,Yes,Dansk Folkeparti - Danish People's Party,Don't know,45,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,21,21,Don't know,Not applicable,63
121110,Not applicable,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1970,45,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",5,32,32,Not applicable,Not applicable,71
121158,60,4,Yes,Alternativet - The Alternative,1991,Never too young,Female,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,Not applicable,Not applicable,67
121173,60,7,Yes,Liberal Alliance - Liberal Alliance,2016,60,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,30,30,15000,Not applicable,39
121227,480,9,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",55,Male,2001,Folkeskole 9.-10. klasse,11,0,0,Not applicable,Not applicable,83
121269,120,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1974,Refusal,Male,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8,37,37,Not applicable,Not applicable,61
121279,720,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2004,50,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,45,36000,40000,63
121287,90,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1993,58,Female,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,48550,Not applicable,58
121375,180,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2008,Don't know,Female,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,32,32,Not applicable,Not applicable,56
121384,60,7,Yes,Socialdemokratiet - The Social democrats,2005,55,Male,1982,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16,37,37,40000,Not applicable,40
121428,130,6,Yes,Socialdemokratiet - The Social democrats,1982,65,Male,1962,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,27000,Not applicable,65
121590,210,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1976,Never too young,Male,1960,Folkeskole 9.-10. klasse,10,40,40,4200,Not applicable,60
121657,Not applicable,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1962,Don't know,Female,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,Not applicable,Not applicable,74
121719,210,4,Yes,Liberal Alliance - Liberal Alliance,2016,45,Male,1994,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,27000,40000,52
121740,60,5,Not eligible to vote,Not applicable,2017,50,Male,2001,Folkeskole 9.-10. klasse,10,Not applicable,4,Not applicable,Not applicable,42
121833,150,6,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1985,65,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,45,29000,35000,50
121973,480,8,Yes,Socialdemokratiet - The Social democrats,1984,50,Female,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,30000,Not applicable,46
122030,60,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,60,Male,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,30000,34000,54
122064,600,3,Yes,Liberal Alliance - Liberal Alliance,2009,60,Male,1985,Universitetsbachelor. 1. del af kandidatuddannelse,16,37,40,49000,Not applicable,73
122180,60,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1958,55,Male,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,50,Not applicable,Not applicable,71
122244,60,8,Yes,Socialdemokratiet - The Social democrats,1974,60,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,45000,Not applicable,48
122274,210,6,Yes,Liberal Alliance - Liberal Alliance,2013,55,Male,1995,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,42,42,27000,Not applicable,46
122348,180,8,Yes,Alternativet - The Alternative,2007,65,Male,1992,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,0,40,160000,320000,75
122476,270,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2014,Don't know,Male,1991,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",10,37,42,Refusal,Not applicable,46
122518,20,7,Yes,Socialdemokratiet - The Social democrats,1971,Don't know,Female,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,44,Not applicable,Not applicable,46
122593,300,6,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",48,Male,2000,Folkeskole 9.-10. klasse,9,4,10,Not applicable,Not applicable,63
122602,345,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1987,60,Male,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,50,50000,Not applicable,55
122666,120,4,Yes,Dansk Folkeparti - Danish People's Party,1980,59,Female,1962,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,Not applicable,Not applicable,51
122742,Not applicable,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1978,67,Male,1960,Folkeskole 9.-10. klasse,0,37,50,48000,Not applicable,60
122759,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1967,Don't know,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,Not applicable,Not applicable,62
122792,120,6,Yes,Dansk Folkeparti - Danish People's Party,1964,Never too young,Female,1947,Folkeskole 6.-8. klasse,0,47,47,Not applicable,Not applicable,58
122816,90,7,Yes,Socialdemokratiet - The Social democrats,1984,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,30000,Not applicable,71
122904,Not applicable,2,Yes,Dansk Folkeparti - Danish People's Party,1965,50,Female,1944,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,Not applicable,Not applicable,66
122955,180,8,Yes,Alternativet - The Alternative,2012,50,Female,1994,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,40,40,30500,Not applicable,56
122988,190,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1959,25,Male,1939,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,42,42,Not applicable,Not applicable,58
123024,Not applicable,7,Yes,Dansk Folkeparti - Danish People's Party,2013,65,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,32,32,24000,Not applicable,54
123149,75,Most people can be trusted,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,60,Male,1953,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,23,23,24000,Not applicable,80
123228,30,Most people can be trusted,Yes,Socialdemokratiet - The Social democrats,1966,65,Female,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,37,37,Not applicable,Not applicable,86
123280,90,8,Yes,Socialdemokratiet - The Social democrats,1984,63,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,9500,Not applicable,60
123317,270,7,Yes,Dansk Folkeparti - Danish People's Party,2007,55,Male,1984,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,37,44,32000,36000,82
123322,150,9,Yes,Det Konservative Folkeparti - Conservative People's Party,1954,40,Male,1934,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,40,Not applicable,Not applicable,117
123381,30,7,Yes,Socialdemokratiet - The Social democrats,1974,60,Female,1953,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,Not applicable,Not applicable,64
123414,300,8,Yes,Liberal Alliance - Liberal Alliance,2012,59,Male,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,25,25,Not applicable,Not applicable,40
